16 1:2397.696658 2:59.989824 3:-11.068328 4:-10.557542 5:-10.284813 6:-16.779825 7:-20.411443 8:-9.460215 9:-16.815347 10:-3.152775 11:7.275658 12:-21.231823 13:-26.025716 14:-20.073838 15:-3.677741 16:6.395671 17:5.103980 18:-4.558712 19:-9.130091 20:-0.486862 21:14.525420 22:13.035456 23:13.033811 24:29.061130 25:29.616684 26:18.889734 27:1.897784 28:-11.129812 29:-23.157598 30:-18.814767 31:-7.466222 32:-3.307960 33:8.311718 34:13.377997 35:7.609335 36:-2.817167 37:-6.271187 38:-1.873551 39:4.342531 40:6.806551 
23 1:2419.404772 2:-1.996131 3:67.580420 4:-28.507216 5:-1.277613 6:-18.409586 7:-28.165236 8:-16.967045 9:-18.904461 10:3.276224 11:-10.645820 12:-7.325181 13:-10.804387 14:-3.829584 15:-6.321178 16:-4.307613 17:0.312367 18:4.118164 19:2.518369 20:1.237849 21:1.467956 22:16.387493 23:21.701571 24:21.328120 25:14.144593 26:10.242412 27:0.742081 28:-13.881973 29:-13.279235 30:-15.404918 31:-15.219305 32:-6.057694 33:4.737863 34:1.441569 35:-1.421268 36:-6.676881 37:-7.371172 38:-0.329551 39:-2.454283 40:-0.553759 
4 1:2356.931337 2:69.927580 3:-18.209302 4:-10.454062 5:-10.741342 6:-27.789270 7:-30.907695 8:-12.333144 9:-3.813022 10:5.430015 11:-11.995322 12:-27.143983 13:-30.203584 14:-14.739775 15:-6.830399 16:4.053146 17:8.158895 18:1.609878 19:7.087447 20:12.103248 21:11.557005 22:15.840166 23:21.767173 24:16.956615 25:14.043685 26:-1.011760 27:-9.657365 28:-13.461397 29:-8.130859 30:-5.112634 31:-2.075126 32:-3.176913 33:1.293395 34:3.428068 35:-0.077004 36:0.564331 37:-6.832054 38:-3.495294 39:3.322360 40:5.173494 
3 1:2400.851508 2:44.389245 3:4.931431 4:-0.435656 5:-20.524934 6:-23.281732 7:-23.105926 8:-20.051670 9:-22.213701 10:-0.904009 11:-21.785846 12:-8.249093 13:-13.416665 14:-18.672648 15:-20.961286 16:-4.542282 17:-7.146512 18:7.869527 19:0.090695 20:-1.055447 21:15.882960 22:12.718810 23:17.546823 24:16.466011 25:15.825553 26:4.928157 27:-3.448361 28:-9.132553 29:-17.490982 30:-5.523323 31:-1.027459 32:3.997158 33:12.443335 34:7.942695 35:-3.618035 36:-3.384119 37:-7.008283 38:-0.958677 39:7.862781 40:9.222685 
5 1:2368.218719 2:63.107229 3:-0.287428 4:-13.069571 5:-15.977933 6:-27.172845 7:-20.104816 8:-19.173140 9:-27.806717 10:0.879177 11:10.921909 12:-10.882550 13:-25.996997 14:-22.038101 15:-0.630580 16:10.865560 17:5.667898 18:-2.700763 19:3.200203 20:6.240960 21:5.811921 22:9.730258 23:12.934348 24:23.359228 25:23.794732 26:7.190478 27:-4.861210 28:-12.800086 29:-18.993845 30:-16.388386 31:-4.877780 32:1.584226 33:3.057367 34:7.635747 35:4.093693 36:-9.641626 37:-14.303956 38:-3.441026 39:7.730794 40:8.319348 
8 1:2345.805645 2:53.067244 3:12.957094 4:22.908689 5:-25.684979 6:-35.574648 7:-6.601615 8:-2.871734 9:-32.035587 10:-18.709027 11:-10.224940 12:-16.713681 13:-3.669534 14:-4.151249 15:-8.948960 16:-1.741414 17:0.699840 18:1.643178 19:10.056282 20:11.948056 21:12.496693 22:11.713302 23:15.042246 24:26.812054 25:12.622063 26:9.581017 27:0.229998 28:-12.164900 29:-21.976466 30:-15.155405 31:-4.876583 32:2.157413 33:5.348486 34:4.383225 35:-4.039447 36:-6.100723 37:-7.148050 38:-2.681164 39:4.508032 40:8.985647 
1 1:2380.470882 2:88.659424 3:3.626829 4:-18.072722 5:-15.851640 6:-13.513215 7:-27.930953 8:-14.488365 9:-11.974361 10:-8.302513 11:-4.869298 12:-21.561639 13:-28.145834 14:-21.189217 15:-9.824437 16:-6.046675 17:0.672676 18:3.395461 19:-3.238467 20:-0.140158 21:2.020465 22:7.036338 23:15.501879 24:18.897941 25:19.906104 26:13.751880 27:1.398719 28:-6.223513 29:-9.850790 30:-4.253984 31:-4.296355 32:-3.560097 33:9.249299 34:10.031626 35:5.197784 36:-3.142175 37:-5.376062 38:2.309863 39:3.434094 40:2.291713 
12 1:2402.135990 2:86.875819 3:-11.476903 4:-21.171825 5:-14.882705 6:-18.960829 7:-20.819887 8:-18.315621 9:-11.812564 10:-2.221192 11:-10.459406 12:-30.535243 13:-25.165556 14:-9.075956 15:-3.283898 16:-5.293985 17:5.782982 18:9.874198 19:2.179754 20:1.652547 21:7.244054 22:9.556232 23:12.859599 24:21.657873 25:16.384352 26:8.551178 27:0.078880 28:-9.691042 29:-16.399095 30:-16.104119 31:-12.655188 32:-10.052146 33:3.863360 34:8.042448 35:-2.221459 36:-6.855931 37:-7.560974 38:-2.531995 39:2.363894 40:3.177644 
3 1:2401.370086 2:41.090113 3:5.913900 4:1.492237 5:-17.826429 6:-23.198123 7:-24.025585 8:-21.968479 9:-21.168064 10:-1.421323 11:-20.972008 12:-7.595068 13:-13.782309 14:-19.137056 15:-20.291125 16:-3.878521 17:-5.371052 18:7.284067 19:0.675755 20:-0.841244 21:14.347633 22:12.160695 23:17.929460 24:17.774126 25:16.858957 26:5.513470 27:-2.971600 28:-9.779785 29:-18.478690 30:-6.382697 31:-1.376989 32:5.098706 33:13.698902 34:8.942821 35:-3.374709 36:-4.414469 37:-8.125618 38:-1.252532 39:8.673218 40:9.752040 
4 1:2375.046235 2:60.296640 3:-15.948257 4:-11.553320 5:-9.840888 6:-27.468020 7:-30.168224 8:-11.625328 9:-2.854781 10:2.909442 11:-10.896576 12:-27.424555 13:-28.791324 14:-16.533637 15:-5.318808 16:3.627388 17:7.111380 18:2.450964 19:8.290560 20:12.845016 21:13.033710 22:17.595723 23:22.890677 24:18.120857 25:13.652855 26:-0.402591 27:-10.210354 28:-13.259090 29:-8.187489 30:-3.979412 31:-1.416799 32:-2.081506 33:1.561137 34:2.717446 35:0.336975 36:-0.302431 37:-6.385705 38:-2.845868 39:3.466802 40:5.499912 
14 1:2363.199982 2:67.133391 3:-26.462189 4:-32.553192 5:-24.182130 6:-17.864831 7:4.268594 8:7.266896 9:-18.239104 10:-18.650128 11:-10.895808 12:-16.292459 13:-23.819715 14:-20.571886 15:-16.217093 16:-1.481184 17:13.741478 18:16.957766 19:11.198042 20:1.887221 21:-2.499516 22:9.159354 23:10.404006 24:13.351998 25:15.922127 26:8.904733 27:-1.621973 28:-3.137690 29:-1.515520 30:-14.548880 31:-13.998701 32:-5.050218 33:-2.113437 34:-3.820750 35:2.253751 36:7.108572 37:3.159904 38:-2.997776 39:-5.849240 40:-4.151483 
23 1:2418.863409 2:-2.378608 3:65.510269 4:-30.542848 5:-4.668138 6:-21.670970 7:-30.614131 8:-17.969249 9:-18.886703 10:0.941750 11:-14.321857 12:-8.866316 13:-12.652677 14:-4.604785 15:-7.951803 16:-6.203582 17:-0.936527 18:1.689226 19:1.600539 20:1.041236 21:-1.061914 22:15.597747 23:20.728552 24:19.557636 25:14.716614 26:9.510295 27:-0.223360 28:-11.466786 29:-12.772076 30:-14.521799 31:-13.371048 32:-7.162087 33:3.966749 34:1.548353 35:-1.384356 36:-5.265620 37:-7.284620 38:-0.547459 39:-1.411132 40:-1.810179 
14 1:2383.313168 2:63.787611 3:-21.576322 4:-28.314451 5:-25.852476 6:-13.170455 7:3.902708 8:9.015993 9:-12.532389 10:-20.931042 11:-7.424952 12:-16.822067 13:-24.830613 14:-20.105393 15:-21.239379 16:-1.409164 17:9.754471 18:16.184697 19:9.486583 20:-1.055733 21:-1.226034 22:7.616497 23:9.564482 24:15.569708 25:12.857190 26:9.595930 27:0.464057 28:-5.626362 29:1.647363 30:-14.818704 31:-13.000033 32:-3.527239 33:-2.899875 34:-2.810785 35:2.281396 36:7.139759 37:5.630441 38:-2.675389 39:-4.776044 40:-3.405502 
9 1:2389.497199 2:39.898425 3:11.412154 4:1.096563 5:-21.234533 6:-18.996975 7:-22.586810 8:-18.213001 9:-16.249642 10:-13.261138 11:-8.250260 12:-8.538781 13:-18.050042 14:-19.953546 15:-9.793946 16:-8.149630 17:3.166818 18:-0.047094 19:1.347397 20:0.978179 21:7.470185 22:19.240698 23:22.812725 24:31.243612 25:23.861983 26:14.371127 27:0.973563 28:-13.302286 29:-21.901010 30:-21.472347 31:-14.501365 32:-3.232081 33:4.982012 34:8.380197 35:7.021525 36:-1.429729 37:-2.019085 38:-2.985176 39:4.942906 40:4.912850 
5 1:2376.785569 2:58.138764 3:-5.597059 4:-14.366909 5:-13.678672 6:-28.667830 7:-22.777006 8:-19.908950 9:-24.666273 10:1.675164 11:6.929223 12:-11.930673 13:-23.758044 14:-19.052729 15:-0.254467 16:10.102712 17:8.096203 18:-0.487260 19:2.581444 20:5.263685 21:8.720236 22:12.970046 23:13.943839 24:23.421287 25:24.741618 26:8.711679 27:-4.376383 28:-12.826031 29:-18.595062 30:-14.974099 31:-4.673307 32:-0.376858 33:3.137414 34:8.404842 35:4.620449 36:-8.977504 37:-14.324804 38:-3.673876 39:6.584768 40:7.915636 
1 1:2398.728510 2:80.950802 3:-4.721378 4:-15.512555 5:-16.311378 6:-20.212413 7:-27.647622 8:-13.118582 9:-14.865355 10:-7.043445 11:-5.645641 12:-21.214087 13:-24.733562 14:-19.951719 15:-10.439002 16:-1.493452 17:4.476765 18:1.309403 19:-0.292303 20:5.108055 21:2.237364 22:7.303962 23:19.427472 24:19.509201 25:21.214814 26:14.083217 27:0.939253 28:-5.993615 29:-8.574382 30:-6.878786 31:-6.347228 32:-3.137283 33:7.603183 34:6.975126 35:4.981424 36:-2.015853 37:-6.303288 38:0.563015 39:2.480925 40:3.053753 
0 1:2447.072023 2:46.393218 3:-48.941226 4:-36.083658 5:-20.528559 6:-1.920759 7:3.016947 8:-12.579110 9:-23.493293 10:-9.680817 11:-12.105281 12:-15.968463 13:-25.503437 14:-9.559808 15:-6.648332 16:2.221047 17:6.612617 18:13.578582 19:17.488463 20:14.050986 21:15.090175 22:11.765414 23:16.575624 24:18.394914 25:14.818093 26:2.255604 27:-4.921527 28:-11.715388 29:-15.856667 30:-13.773345 31:-10.281545 32:-0.291405 33:2.107177 34:2.199743 35:-0.757486 36:-7.303307 37:-7.038487 38:-2.668042 39:4.005720 40:7.399956 
2 1:2406.477500 2:-0.946926 3:30.215632 4:-37.245594 5:-16.545822 6:-29.015471 7:-42.089825 8:-14.059717 9:-18.627913 10:-0.240996 11:-3.910465 12:-19.527992 13:-13.480323 14:-6.529987 15:-11.667644 16:11.845071 17:-6.558384 18:11.429133 19:6.695281 20:13.506455 21:-1.444282 22:13.571002 23:21.061581 24:25.381154 25:13.694579 26:9.882045 27:1.676822 28:-4.614039 29:-14.229364 30:-14.292318 31:-11.055461 32:-1.033450 33:4.871064 34:1.051208 35:-1.431169 36:-5.248668 37:-4.394102 38:-3.092661 39:1.146389 40:3.537320 
14 1:2380.497856 2:52.054399 3:-17.068102 4:-35.507661 5:-24.609050 6:-14.072470 7:1.415501 8:9.059780 9:-16.784356 10:-19.976088 11:-8.586720 12:-18.853575 13:-21.440517 14:-23.057751 15:-15.109233 16:-3.678181 17:14.157440 18:16.346300 19:9.732961 20:2.762634 21:-3.829931 22:10.394266 23:8.690661 24:15.118647 25:14.329920 26:8.452336 27:-1.196800 28:-4.766247 29:-1.955190 30:-14.944854 31:-15.721068 32:-4.054248 33:-3.877097 34:-3.201962 35:1.429866 36:8.093355 37:3.055744 38:-2.831920 39:-6.281611 40:-3.230292 
2 1:2400.272777 2:6.972956 3:44.423564 4:-39.698825 5:-17.819289 6:-18.570470 7:-40.347452 8:-13.383084 9:-14.537123 10:-1.943851 11:-1.950638 12:-15.263061 13:-18.047995 14:-5.901624 15:-9.019645 16:7.340401 17:-9.370200 18:11.647867 19:5.249399 20:12.417037 21:-4.651560 22:9.725179 23:20.118164 24:23.635001 25:10.438846 26:8.435268 27:1.793041 28:-5.632243 29:-15.356175 30:-13.139533 31:-11.180127 32:-1.256346 33:5.786268 34:0.024314 35:-1.677291 36:-4.261040 37:-5.054927 38:-3.250925 39:2.342248 40:3.234170 
13 1:2423.038502 2:71.437925 3:1.374349 4:-13.370103 5:-19.876822 6:-17.905356 7:-25.883591 8:-16.231861 9:-13.346016 10:-8.417363 11:-12.323810 12:-22.477498 13:-17.541544 14:-11.154308 15:-14.563719 16:-6.485105 17:5.034357 18:2.603224 19:1.433464 20:5.216526 21:9.256177 22:19.807150 23:19.458398 24:17.875591 25:20.300796 26:12.943526 27:-3.295453 28:-9.790247 29:-14.476010 30:-14.490246 31:-14.348218 32:-10.205719 33:3.343863 34:6.083548 35:3.433311 36:-3.720905 37:-6.041396 38:2.071321 39:4.035038 40:0.598271 
12 1:2404.991519 2:84.218871 3:-9.538398 4:-21.596331 5:-14.910938 6:-18.340412 7:-21.520319 8:-17.458300 9:-12.608556 10:-0.892678 11:-12.123326 12:-28.953880 13:-24.652506 14:-9.337887 15:-2.783638 16:-3.959341 17:6.498474 18:9.880236 19:2.607280 20:1.687603 21:7.964832 22:9.637048 23:12.979889 24:21.387431 25:17.626072 26:7.830205 27:0.548794 28:-9.195574 29:-17.082250 30:-15.580500 31:-12.790642 32:-9.641837 33:3.660079 34:7.967813 35:-1.648026 36:-7.498753 37:-7.825978 38:-2.633243 39:1.712952 40:3.651362 
2 1:2431.870297 2:-1.386189 3:15.238575 4:-30.569933 5:-12.177627 6:-32.016223 7:-38.475581 8:-9.761811 9:-18.521199 10:-2.234750 11:-4.544467 12:-16.983001 13:-13.373065 14:-5.342353 15:-8.630800 16:11.223547 17:-7.394590 18:13.319586 19:3.522719 20:10.065923 21:2.631665 22:15.640525 23:16.203597 24:22.866567 25:15.115042 26:9.514597 27:-1.578502 28:-5.414172 29:-13.410827 30:-14.396963 31:-11.774706 32:-3.631531 33:1.440783 34:0.352843 35:-0.060047 36:-5.128631 37:-4.263688 38:-2.524016 39:-0.168521 40:0.918959 
18 1:2467.769120 2:-21.226189 3:23.206740 4:-26.507672 5:-8.583903 6:-32.516483 7:-36.144982 8:-5.510815 9:-25.714520 10:-9.639623 11:-7.137944 12:-13.467280 13:-5.139060 14:-9.218140 15:-7.917073 16:-4.323741 17:-0.390885 18:6.346248 19:11.981335 20:4.225334 21:10.820594 22:14.269168 23:17.800319 24:13.008476 25:9.562918 26:1.901203 27:-3.636310 28:-12.421698 29:-14.561932 30:-14.527700 31:-2.923677 32:0.384862 33:4.886174 34:-3.265456 35:-6.932636 36:-7.703449 37:-7.356494 38:-5.934786 39:4.275076 40:3.880038 
3 1:2424.135183 2:34.634718 3:-10.140299 4:4.390479 5:-15.796834 6:-30.676172 7:-19.991131 8:-17.337796 9:-25.403302 10:-3.759622 11:-19.951865 12:-10.916476 13:-15.629210 14:-16.713192 15:-17.013349 16:-2.675312 17:-5.338211 18:2.628431 19:0.878097 20:3.538266 21:14.699484 22:13.641766 23:22.825583 24:17.664006 25:14.066579 26:4.863598 27:-2.656064 28:-8.307632 29:-14.701857 30:-3.497461 31:-0.532855 32:5.373063 33:11.124133 34:7.496853 35:-0.076694 36:-2.178855 37:-7.073490 38:0.312067 39:4.798332 40:6.308446 
20 1:2370.138407 2:79.078607 3:-23.565842 4:-18.674536 5:-21.535366 6:-35.062981 7:-26.983061 8:-8.378540 9:-19.488399 10:-22.596654 11:-15.110335 12:-6.484565 13:-3.758219 14:-4.988600 15:-12.787697 16:-4.757986 17:-3.613907 18:2.537560 19:9.481294 20:11.748073 21:8.837422 22:11.959820 23:18.222303 24:18.219178 25:17.429797 26:11.575592 27:-1.092013 28:-12.847472 29:-18.315756 30:-19.606876 31:-7.601927 32:5.919435 33:4.697324 34:2.164940 35:-2.856022 36:-9.675074 37:-9.393854 38:-2.289600 39:4.389956 40:9.139787 
2 1:2398.848425 2:1.367857 3:33.651759 4:-41.164225 5:-17.627890 6:-26.867922 7:-42.920351 8:-13.483141 9:-20.667592 10:-1.373760 11:-1.592040 12:-18.528852 13:-15.133850 14:-6.278298 15:-11.319693 16:11.701964 17:-7.981588 18:13.080457 19:7.952289 20:12.439689 21:-1.656651 22:13.747393 23:20.122441 24:26.120007 25:14.215277 26:10.060095 27:2.653314 28:-4.450824 29:-15.869458 30:-13.669394 31:-10.538856 32:-1.940634 33:4.880507 34:1.028896 35:-1.848235 36:-5.031634 37:-4.952918 38:-2.782413 39:1.961124 40:2.057303 
9 1:2381.111907 2:45.577568 3:0.035197 4:1.241457 5:-21.778575 6:-20.761714 7:-25.262349 8:-15.206800 9:-18.828763 10:-15.910292 11:-8.125342 12:-11.973375 13:-19.305211 14:-16.695248 15:-9.896190 16:-9.145347 17:3.077850 18:-0.479627 19:0.820346 20:3.545432 21:7.904659 22:19.243419 23:25.646009 24:34.476060 25:24.679614 26:16.071354 27:3.608248 28:-13.341588 29:-20.706169 30:-19.899894 31:-14.975766 32:-2.164935 33:6.240538 34:10.251610 35:9.021350 36:-0.296734 37:-0.739986 38:-2.047986 39:4.312587 40:4.058820 
21 1:2386.016685 2:78.799893 3:-12.559695 4:-3.476815 5:-11.974178 6:-16.433983 7:-18.085717 8:-17.423627 9:-26.609057 10:-12.475713 11:-6.716505 12:-10.572256 13:-19.088889 14:-23.160741 15:-14.775968 16:5.315449 17:-0.032572 18:-14.118317 19:-4.146157 20:-1.574260 21:8.146134 22:18.882459 23:13.552287 24:22.934111 25:32.248762 26:12.671627 27:-0.788707 28:-10.966056 29:-18.695527 30:-10.966043 31:-7.394293 32:2.226473 33:10.211560 34:11.508083 35:11.521642 36:-1.692609 37:-8.918487 38:-4.556405 39:3.976299 40:9.097766 
2 1:2400.125529 2:0.166068 3:32.607176 4:-39.191728 5:-18.377416 6:-28.257431 7:-42.018475 8:-13.854671 9:-22.056797 10:-0.350360 11:-0.981178 12:-18.376210 13:-14.550487 14:-6.758327 15:-11.720612 16:12.143560 17:-8.169779 18:12.789021 19:9.439005 20:13.181218 21:-1.865233 22:14.214423 23:19.461612 24:26.092872 25:15.627605 26:10.911437 27:2.474071 28:-4.721381 29:-15.552630 30:-13.809933 31:-10.522296 32:-0.437061 33:5.078847 34:-0.121662 35:-1.246135 36:-4.892812 37:-5.682997 38:-2.344514 39:2.704839 40:1.904459 
19 1:2383.665828 2:37.276201 3:-6.935183 4:0.307587 5:-30.366851 6:-15.138125 7:-35.237487 8:-22.969752 9:-18.559705 10:1.900176 11:-2.466894 12:-17.678726 13:-10.876910 14:3.504070 15:-12.611574 16:-15.517657 17:5.947640 18:5.271201 19:5.112007 20:6.962490 21:-1.288506 22:18.453224 23:25.422268 24:15.472795 25:14.529815 26:6.167398 27:-0.431830 28:-15.171698 29:-20.363000 30:-18.129702 31:-10.212211 32:2.278401 33:9.805393 34:2.803006 35:-4.279039 36:-8.984330 37:-7.993762 38:-0.785160 39:7.576988 40:12.034712 
18 1:2431.986789 2:-14.700549 3:52.458867 4:-34.510028 5:-14.416964 6:-19.877277 7:-36.513028 8:-11.111794 9:-21.697613 10:-5.526148 11:-8.020727 12:-15.595665 13:-6.573107 14:-7.151162 15:-6.487989 16:-8.406104 17:-2.753270 18:8.063411 19:12.045900 20:2.172608 21:9.702161 22:14.855091 23:18.098967 24:10.860586 25:7.271989 26:1.163022 27:-3.536291 28:-12.666319 29:-14.946201 30:-15.095575 31:-2.767386 32:2.433854 33:7.305064 34:-1.921708 35:-7.414232 36:-9.916926 37:-8.637688 38:-5.877842 39:5.445702 40:6.681266 
2 1:2395.725325 2:10.034012 3:45.068444 4:-42.183240 5:-13.484767 6:-18.768113 7:-43.196292 8:-9.757877 9:-13.639294 10:-2.242387 11:-0.291384 12:-15.476800 13:-17.724853 14:-5.792061 15:-8.933947 16:8.344617 17:-10.663385 18:11.845008 19:5.050992 20:9.930873 21:-4.056602 22:10.914926 23:17.742404 24:23.022433 25:9.808078 26:6.512719 27:-0.119653 28:-6.678625 29:-17.262912 30:-15.400329 31:-12.917137 32:-2.846991 33:3.971397 34:-0.926298 35:-2.461263 36:-5.113153 37:-5.250957 38:-3.064810 39:1.975304 40:2.409704 
20 1:2327.826813 2:100.928383 3:-11.636719 4:-25.097899 5:-28.581120 6:-21.843746 7:-32.800613 8:-7.546677 9:-14.636681 10:-28.162293 11:-11.307002 12:-4.683557 13:-8.795243 14:-7.483820 15:-5.181791 16:-10.330468 17:-9.549520 18:5.038984 19:11.641560 20:7.819093 21:7.727596 22:9.108681 23:18.748835 24:18.833882 25:14.617726 26:9.959719 27:0.510518 28:-14.125066 29:-20.541081 30:-19.555438 31:-7.514880 32:6.251918 33:3.258690 34:2.126540 35:-1.366814 36:-10.405228 37:-9.573040 38:-3.580990 39:5.141858 40:11.961070 
0 1:2443.840561 2:47.771979 3:-47.541256 4:-36.777141 5:-20.339061 6:-1.647437 7:2.492995 8:-13.296526 9:-22.922709 10:-10.060997 11:-12.775027 12:-15.838003 13:-25.862915 14:-11.852066 15:-6.716170 16:0.869027 17:6.069497 18:13.152671 19:17.185661 20:13.551508 21:14.404171 22:12.140255 23:14.757192 24:19.346262 25:16.047421 26:2.417961 27:-3.629423 28:-10.264517 29:-15.765448 30:-13.295037 31:-9.139769 32:-0.109448 33:2.432886 34:3.113046 35:-0.280337 36:-7.486195 37:-6.849451 38:-1.732622 39:3.496851 40:7.878922 
